time(s)	cellId	rnti	lcid	packetSize	delay(s)
1.22303	1	1	5	1030	0.549267
1.22303	1	1	5	1030	0.549227
1.22303	1	1	5	1030	0.549187
1.22303	1	1	5	1030	0.549147
1.22403	1	1	5	1030	0.550107
1.22403	1	1	5	1030	0.550067
1.22403	1	1	5	1030	0.550027
1.22403	1	1	5	1030	0.549987
1.22403	1	1	5	1030	0.549947
1.22403	1	1	5	1030	0.549907
1.22403	1	1	5	1030	0.549867
1.22403	1	1	5	1030	0.549827
1.22503	1	1	5	1030	0.550787
1.22503	1	1	5	1030	0.550747
1.22503	1	1	5	1030	0.550707
1.22503	1	1	5	1030	0.550667
1.22503	1	1	5	1030	0.550627
1.22503	1	1	5	1030	0.550587
1.22503	1	1	5	1030	0.550547
1.22503	1	1	5	1030	0.550507
1.22503	1	1	5	1030	0.550467
1.22603	1	1	5	1030	0.551427
1.22603	1	1	5	1030	0.551387
1.22603	1	1	5	1030	0.551347
1.22603	1	1	5	1030	0.551307
1.22603	1	1	5	1030	0.551267
1.22603	1	1	5	1030	0.551227
1.22603	1	1	5	1030	0.551187
1.22603	1	1	5	1030	0.551147
1.22703	1	1	5	1030	0.552107
1.22703	1	1	5	1030	0.552067
1.22703	1	1	5	1030	0.552027
1.22703	1	1	5	1030	0.551987
1.22703	1	1	5	1030	0.551947
1.22703	1	1	5	1030	0.551907
1.22703	1	1	5	1030	0.551867
1.22703	1	1	5	1030	0.551827
1.22703	1	1	5	1030	0.551787
1.22803	1	1	5	1030	0.552747
1.22803	1	1	5	1030	0.552707
1.22803	1	1	5	1030	0.552667
1.22803	1	1	5	1030	0.552627
1.22803	1	1	5	1030	0.552587
1.22803	1	1	5	1030	0.552547
1.22803	1	1	5	1030	0.552507
1.22803	1	1	5	1030	0.552467
1.22903	1	1	5	1030	0.553427
1.22903	1	1	5	1030	0.553387
1.22903	1	1	5	1030	0.553347
1.22903	1	1	5	1030	0.553307
1.22903	1	1	5	1030	0.553267
1.22903	1	1	5	1030	0.553227
1.22903	1	1	5	1030	0.553187
1.22903	1	1	5	1030	0.553147
1.23003	1	1	5	1030	0.554107
1.23003	1	1	5	1030	0.554067
1.23003	1	1	5	1030	0.554027
1.23003	1	1	5	1030	0.553987
1.23003	1	1	5	1030	0.553947
1.23003	1	1	5	1030	0.553907
1.23003	1	1	5	1030	0.553867
1.23003	1	1	5	1030	0.553827
1.23003	1	1	5	1030	0.553787
1.23103	1	1	5	1030	0.554747
