Time	CellId	RNTI	BWPId	SINR(dB)
1.18707	1	1	0	51.6787
1.18807	1	1	0	51.6787
1.18907	1	1	0	51.6787
1.19007	1	1	0	51.6787
1.19107	1	1	0	51.6787
1.19207	1	1	0	51.6787
1.19307	1	1	0	51.6787
1.19407	1	1	0	51.6787
1.19507	1	1	0	51.6787
1.19607	1	1	0	51.6787
1.19707	1	1	0	51.6787
1.19807	1	1	0	51.6787
1.19907	1	1	0	51.6787
1.20007	1	1	0	51.6787
1.20107	1	1	0	51.6787
1.20207	1	1	0	51.6787
1.20307	1	1	0	51.6787
1.20407	1	1	0	51.6787
1.20507	1	1	0	51.6787
1.20607	1	1	0	51.6787
1.20707	1	1	0	51.6787
1.20807	1	1	0	51.6787
1.20907	1	1	0	51.6787
1.21007	1	1	0	51.6787
1.21107	1	1	0	51.6787
1.21207	1	1	0	51.6787
1.21307	1	1	0	51.6787
1.21407	1	1	0	51.6787
1.21507	1	1	0	51.6787
1.21607	1	1	0	51.6787
1.21707	1	1	0	51.6787
1.21807	1	1	0	51.6787
1.21907	1	1	0	51.6787
1.22007	1	1	0	51.6787
1.22107	1	1	0	51.6787
1.22207	1	1	0	51.6787
1.22307	1	1	0	51.6787
1.22407	1	1	0	51.6787
1.22507	1	1	0	51.6787
1.22607	1	1	0	51.6787
1.22707	1	1	0	51.6787
1.22807	1	1	0	51.6787
1.22907	1	1	0	51.6787
1.23007	1	1	0	51.6787
1.23107	1	1	0	51.6787
1.23207	1	1	0	51.6787
1.23307	1	1	0	51.6787
1.23407	1	1	0	51.6787
1.23507	1	1	0	51.6787
1.23607	1	1	0	51.6787
1.23707	1	1	0	51.6787
1.23807	1	1	0	51.6787
1.23907	1	1	0	51.6787
1.24007	1	1	0	51.6787
1.24107	1	1	0	51.6787
1.24207	1	1	0	51.6787
1.24307	1	1	0	51.6787
1.24407	1	1	0	51.6787
1.24507	1	1	0	51.6787
1.24607	1	1	0	51.6787
1.24707	1	1	0	51.6787
1.24807	1	1	0	51.6787
1.24907	1	1	0	51.6787
1.25007	1	1	0	51.6787
1.25107	1	1	0	51.6787
1.25207	1	1	0	51.6787
1.25307	1	1	0	51.6787
1.25407	1	1	0	51.6787
1.25507	1	1	0	51.6787
1.25607	1	1	0	51.6787
1.25707	1	1	0	51.6787
1.25807	1	1	0	51.6787
1.25907	1	1	0	51.6787
1.26007	1	1	0	51.6787
1.26107	1	1	0	51.6787
1.26207	1	1	0	51.6787
1.26307	1	1	0	51.6787
1.26407	1	1	0	51.6787
1.26507	1	1	0	51.6787
1.26607	1	1	0	51.6787
1.26707	1	1	0	51.6787
1.26807	1	1	0	51.6787
1.26907	1	1	0	51.6787
1.27007	1	1	0	51.6787
1.27107	1	1	0	51.6787
1.27207	1	1	0	51.6787
1.27307	1	1	0	51.6787
1.27407	1	1	0	51.6787
1.27507	1	1	0	51.6787
1.27607	1	1	0	51.6787
1.27707	1	1	0	51.6787
1.27807	1	1	0	51.6787
1.27907	1	1	0	51.6787
1.28007	1	1	0	51.6787
1.28107	1	1	0	51.6787
1.28207	1	1	0	51.6787
1.28307	1	1	0	51.6787
1.28407	1	1	0	51.6787
1.28507	1	1	0	51.6787
1.28607	1	1	0	51.6787
1.28707	1	1	0	51.6787
1.28807	1	1	0	51.6787
1.28907	1	1	0	51.6787
1.29007	1	1	0	51.6787
1.29107	1	1	0	51.6787
1.29207	1	1	0	51.6787
1.29307	1	1	0	51.6787
1.29407	1	1	0	51.6787
1.29507	1	1	0	51.6787
1.29607	1	1	0	51.6787
1.29707	1	1	0	51.6787
1.29807	1	1	0	51.6787
1.29907	1	1	0	51.6787
1.30007	1	1	0	51.6787
1.30107	1	1	0	51.6787
1.30207	1	1	0	51.6787
1.30307	1	1	0	51.6787
1.30407	1	1	0	51.6787
1.30507	1	1	0	51.6787
1.30607	1	1	0	51.6787
1.30707	1	1	0	51.6787
1.30807	1	1	0	51.6787
1.30907	1	1	0	51.6787
1.31007	1	1	0	51.6787
1.31107	1	1	0	51.6787
1.31207	1	1	0	51.6787
1.31307	1	1	0	51.6787
1.31407	1	1	0	51.6787
1.31507	1	1	0	51.6787
1.31607	1	1	0	51.6787
1.31707	1	1	0	51.6787
1.31807	1	1	0	51.6787
1.31907	1	1	0	51.6787
1.32007	1	1	0	51.6787
1.32107	1	1	0	51.6787
1.32207	1	1	0	51.6787
1.32307	1	1	0	51.6787
1.32407	1	1	0	51.6787
1.32507	1	1	0	51.6787
1.32607	1	1	0	51.6787
1.32707	1	1	0	51.6787
1.32807	1	1	0	51.6787
1.32907	1	1	0	51.6787
1.33007	1	1	0	51.6787
1.33107	1	1	0	51.6787
1.33207	1	1	0	51.6787
1.33307	1	1	0	51.6787
1.33407	1	1	0	51.6787
1.33507	1	1	0	51.6787
1.33607	1	1	0	51.6787
1.33707	1	1	0	51.6787
1.33807	1	1	0	51.6787
1.33907	1	1	0	51.6787
1.34007	1	1	0	51.6787
1.34107	1	1	0	51.6787
1.34207	1	1	0	51.6787
1.34307	1	1	0	51.6787
1.34407	1	1	0	51.6787
1.34507	1	1	0	51.6787
1.34607	1	1	0	51.6787
1.34707	1	1	0	51.6787
1.34807	1	1	0	51.6787
1.34907	1	1	0	51.6787
1.35007	1	1	0	51.6787
1.35107	1	1	0	51.6787
1.35207	1	1	0	51.6787
1.35307	1	1	0	51.6787
1.35407	1	1	0	51.6787
1.35507	1	1	0	51.6787
1.35607	1	1	0	51.6787
1.35707	1	1	0	51.6787
1.35807	1	1	0	51.6787
1.35907	1	1	0	51.6787
1.36007	1	1	0	51.6787
1.36107	1	1	0	51.6787
1.36207	1	1	0	51.6787
1.36307	1	1	0	51.6787
1.36407	1	1	0	51.6787
1.36507	1	1	0	51.6787
1.36607	1	1	0	51.6787
1.36707	1	1	0	51.6787
1.36807	1	1	0	51.6787
1.36907	1	1	0	51.6787
1.37007	1	1	0	51.6787
1.37107	1	1	0	51.6787
1.37207	1	1	0	51.6787
1.37307	1	1	0	51.6787
1.37407	1	1	0	51.6787
1.37507	1	1	0	51.6787
1.37607	1	1	0	51.6787
1.37707	1	1	0	51.6787
1.37807	1	1	0	51.6787
1.37907	1	1	0	51.6787
1.38007	1	1	0	51.6787
1.38107	1	1	0	51.6787
1.38207	1	1	0	51.6787
1.38307	1	1	0	51.6787
1.38407	1	1	0	51.6787
1.38507	1	1	0	51.6787
1.38607	1	1	0	51.6787
1.38707	1	1	0	51.6787
1.38807	1	1	0	51.6787
1.38907	1	1	0	51.6787
1.39007	1	1	0	51.6787
1.39107	1	1	0	51.6787
1.39207	1	1	0	51.6787
1.39307	1	1	0	51.6787
1.39407	1	1	0	51.6787
1.39507	1	1	0	51.6787
1.39607	1	1	0	51.6787
1.39707	1	1	0	51.6787
1.39807	1	1	0	51.6787
1.39907	1	1	0	51.6787
