% time(s)	cellId	bwpId	IMSI	RNTI	frame	sframe	slot	symStart	numSym	harqId	ndi	rv	mcs	tbSize
0.821	1	0	0	1	82	3	0	1	12	15	1	0	13	8691
0.822	1	0	0	1	82	4	0	1	12	14	1	0	13	8691
0.823	1	0	0	1	82	5	0	1	12	13	1	0	13	8691
0.824	1	0	0	1	82	6	0	1	12	12	1	0	13	8691
0.825	1	0	0	1	82	7	0	1	12	11	1	0	13	8691
0.826	1	0	0	1	82	8	0	1	12	15	1	0	13	8691
0.827	1	0	0	1	82	9	0	1	12	14	1	0	13	8691
0.828	1	0	0	1	83	0	0	1	12	13	1	0	13	8691
0.829	1	0	0	1	83	1	0	1	12	12	1	0	13	8691
0.83	1	0	0	1	83	2	0	1	12	11	1	0	13	8691
0.831	1	0	0	1	83	3	0	1	12	15	1	0	13	8691
0.832	1	0	0	1	83	4	0	1	12	14	1	0	13	8691
0.833	1	0	0	1	83	5	0	1	12	13	1	0	13	8691
0.834	1	0	0	1	83	6	0	1	12	12	1	0	13	8691
0.835	1	0	0	1	83	7	0	1	12	11	1	0	13	8691
0.836	1	0	0	1	83	8	0	1	12	15	1	0	13	8691
0.837	1	0	0	1	83	9	0	1	12	14	1	0	13	8691
0.838	1	0	0	1	84	0	0	1	12	13	1	0	13	8691
0.839	1	0	0	1	84	1	0	1	12	12	1	0	13	8691
0.84	1	0	0	1	84	2	0	1	12	11	1	0	13	8691
0.841	1	0	0	1	84	3	0	1	12	15	1	0	13	8691
0.842	1	0	0	1	84	4	0	1	12	14	1	0	13	8691
0.843	1	0	0	1	84	5	0	1	12	13	1	0	13	8691
0.844	1	0	0	1	84	6	0	1	12	12	1	0	13	8691
0.845	1	0	0	1	84	7	0	1	12	11	1	0	13	8691
0.846	1	0	0	1	84	8	0	1	12	15	1	0	13	8691
0.847	1	0	0	1	84	9	0	1	12	14	1	0	13	8691
0.848	1	0	0	1	85	0	0	1	11	13	1	0	13	7968
0.849	1	0	0	1	85	1	0	1	12	12	1	0	13	8691
0.85	1	0	0	1	85	2	0	1	12	11	1	0	13	8691
0.851	1	0	0	1	85	3	0	1	12	15	1	0	13	8691
0.852	1	0	0	1	85	4	0	1	12	14	1	0	13	8691
0.853	1	0	0	1	85	5	0	1	12	13	1	0	13	8691
0.854	1	0	0	1	85	6	0	1	12	12	1	0	13	8691
0.855	1	0	0	1	85	7	0	1	12	11	1	0	13	8691
0.856	1	0	0	1	85	8	0	1	12	15	1	0	13	8691
0.857	1	0	0	1	85	9	0	1	12	14	1	0	13	8691
0.858	1	0	0	1	86	0	0	1	12	13	1	0	13	8691
0.859	1	0	0	1	86	1	0	1	12	12	1	0	13	8691
0.86	1	0	0	1	86	2	0	1	12	11	1	0	13	8691
0.861	1	0	0	1	86	3	0	1	12	15	1	0	13	8691
0.862	1	0	0	1	86	4	0	1	12	14	1	0	13	8691
0.863	1	0	0	1	86	5	0	1	12	13	1	0	13	8691
0.864	1	0	0	1	86	6	0	1	12	12	1	0	13	8691
0.865	1	0	0	1	86	7	0	1	12	11	1	0	13	8691
0.866	1	0	0	1	86	8	0	1	12	15	1	0	13	8691
0.867	1	0	0	1	86	9	0	1	12	14	1	0	13	8691
0.868	1	0	0	1	87	0	0	1	12	13	1	0	13	8691
0.869	1	0	0	1	87	1	0	1	12	12	1	0	13	8691
0.87	1	0	0	1	87	2	0	1	12	11	1	0	13	8691
0.871	1	0	0	1	87	3	0	1	12	15	1	0	13	8691
0.872	1	0	0	1	87	4	0	1	12	14	1	0	13	8691
0.873	1	0	0	1	87	5	0	1	12	13	1	0	13	8691
0.874	1	0	0	1	87	6	0	1	12	12	1	0	13	8691
0.875	1	0	0	1	87	7	0	1	12	11	1	0	13	8691
0.876	1	0	0	1	87	8	0	1	12	15	1	0	13	8691
0.877	1	0	0	1	87	9	0	1	12	14	1	0	13	8691
0.878	1	0	0	1	88	0	0	1	12	13	1	0	13	8691
0.879	1	0	0	1	88	1	0	1	12	12	1	0	13	8691
0.88	1	0	0	1	88	2	0	1	12	11	1	0	13	8691
0.881	1	0	0	1	88	3	0	1	12	15	1	0	13	8691
0.882	1	0	0	1	88	4	0	1	12	14	1	0	13	8691
0.883	1	0	0	1	88	5	0	1	12	13	1	0	13	8691
0.884	1	0	0	1	88	6	0	1	12	12	1	0	13	8691
0.885	1	0	0	1	88	7	0	1	12	11	1	0	13	8691
0.886	1	0	0	1	88	8	0	1	12	15	1	0	13	8691
0.887	1	0	0	1	88	9	0	1	12	14	1	0	13	8691
0.888	1	0	0	1	89	0	0	1	12	13	1	0	13	8691
0.889	1	0	0	1	89	1	0	1	12	12	1	0	13	8691
0.89	1	0	0	1	89	2	0	1	12	11	1	0	13	8691
0.891	1	0	0	1	89	3	0	1	12	15	1	0	13	8691
0.892	1	0	0	1	89	4	0	1	12	14	1	0	13	8691
0.893	1	0	0	1	89	5	0	1	12	13	1	0	13	8691
0.894	1	0	0	1	89	6	0	1	12	12	1	0	13	8691
0.895	1	0	0	1	89	7	0	1	12	11	1	0	13	8691
0.896	1	0	0	1	89	8	0	1	12	15	1	0	13	8691
0.897	1	0	0	1	89	9	0	1	12	14	1	0	13	8691
0.898	1	0	0	1	90	0	0	1	12	13	1	0	13	8691
0.899	1	0	0	1	90	1	0	1	12	12	1	0	13	8691
0.9	1	0	0	1	90	2	0	1	12	11	1	0	13	8691
0.901	1	0	0	1	90	3	0	1	12	15	1	0	13	8691
0.902	1	0	0	1	90	4	0	1	12	14	1	0	13	8691
0.903	1	0	0	1	90	5	0	1	12	13	1	0	13	8691
0.904	1	0	0	1	90	6	0	1	12	12	1	0	13	8691
0.905	1	0	0	1	90	7	0	1	12	11	1	0	13	8691
0.906	1	0	0	1	90	8	0	1	12	15	1	0	13	8691
0.907	1	0	0	1	90	9	0	1	12	14	1	0	13	8691
0.908	1	0	0	1	91	0	0	1	12	13	1	0	13	8691
0.909	1	0	0	1	91	1	0	1	12	12	1	0	13	8691
0.91	1	0	0	1	91	2	0	1	12	11	1	0	13	8691
0.911	1	0	0	1	91	3	0	1	12	15	1	0	13	8691
0.912	1	0	0	1	91	4	0	1	12	14	1	0	13	8691
0.913	1	0	0	1	91	5	0	1	12	13	1	0	13	8691
0.914	1	0	0	1	91	6	0	1	12	12	1	0	13	8691
0.915	1	0	0	1	91	7	0	1	12	11	1	0	13	8691
0.916	1	0	0	1	91	8	0	1	12	15	1	0	13	8691
0.917	1	0	0	1	91	9	0	1	12	14	1	0	13	8691
0.918	1	0	0	1	92	0	0	1	12	13	1	0	13	8691
0.919	1	0	0	1	92	1	0	1	12	12	1	0	13	8691
0.92	1	0	0	1	92	2	0	1	12	11	1	0	13	8691
0.921	1	0	0	1	92	3	0	1	12	15	1	0	13	8691
0.922	1	0	0	1	92	4	0	1	12	14	1	0	13	8691
0.923	1	0	0	1	92	5	0	1	12	13	1	0	13	8691
0.924	1	0	0	1	92	6	0	1	12	12	1	0	13	8691
0.925	1	0	0	1	92	7	0	1	12	11	1	0	13	8691
0.926	1	0	0	1	92	8	0	1	12	15	1	0	13	8691
0.927	1	0	0	1	92	9	0	1	12	14	1	0	13	8691
0.928	1	0	0	1	93	0	0	1	11	13	1	0	13	7968
0.929	1	0	0	1	93	1	0	1	12	12	1	0	13	8691
0.93	1	0	0	1	93	2	0	1	12	11	1	0	13	8691
0.931	1	0	0	1	93	3	0	1	12	15	1	0	13	8691
0.932	1	0	0	1	93	4	0	1	12	14	1	0	13	8691
0.933	1	0	0	1	93	5	0	1	12	13	1	0	13	8691
0.934	1	0	0	1	93	6	0	1	12	12	1	0	13	8691
0.935	1	0	0	1	93	7	0	1	12	11	1	0	13	8691
0.936	1	0	0	1	93	8	0	1	12	15	1	0	13	8691
0.937	1	0	0	1	93	9	0	1	12	14	1	0	13	8691
0.938	1	0	0	1	94	0	0	1	12	13	1	0	13	8691
0.939	1	0	0	1	94	1	0	1	12	12	1	0	13	8691
0.94	1	0	0	1	94	2	0	1	12	11	1	0	13	8691
0.941	1	0	0	1	94	3	0	1	12	15	1	0	13	8691
0.942	1	0	0	1	94	4	0	1	12	14	1	0	13	8691
0.943	1	0	0	1	94	5	0	1	12	13	1	0	13	8691
0.944	1	0	0	1	94	6	0	1	12	12	1	0	13	8691
0.945	1	0	0	1	94	7	0	1	12	11	1	0	13	8691
0.946	1	0	0	1	94	8	0	1	12	15	1	0	13	8691
0.947	1	0	0	1	94	9	0	1	12	14	1	0	13	8691
0.948	1	0	0	1	95	0	0	1	12	13	1	0	13	8691
0.949	1	0	0	1	95	1	0	1	12	12	1	0	13	8691
0.95	1	0	0	1	95	2	0	1	12	11	1	0	13	8691
0.951	1	0	0	1	95	3	0	1	12	15	1	0	13	8691
0.952	1	0	0	1	95	4	0	1	12	14	1	0	13	8691
0.953	1	0	0	1	95	5	0	1	12	13	1	0	13	8691
0.954	1	0	0	1	95	6	0	1	12	12	1	0	13	8691
0.955	1	0	0	1	95	7	0	1	12	11	1	0	13	8691
0.956	1	0	0	1	95	8	0	1	12	15	1	0	13	8691
0.957	1	0	0	1	95	9	0	1	12	14	1	0	13	8691
0.958	1	0	0	1	96	0	0	1	12	13	1	0	13	8691
0.959	1	0	0	1	96	1	0	1	12	12	1	0	13	8691
0.96	1	0	0	1	96	2	0	1	12	11	1	0	13	8691
0.961	1	0	0	1	96	3	0	1	12	15	1	0	13	8691
0.962	1	0	0	1	96	4	0	1	12	14	1	0	13	8691
0.963	1	0	0	1	96	5	0	1	12	13	1	0	13	8691
0.964	1	0	0	1	96	6	0	1	12	12	1	0	13	8691
0.965	1	0	0	1	96	7	0	1	12	11	1	0	13	8691
0.966	1	0	0	1	96	8	0	1	12	15	1	0	13	8691
0.967	1	0	0	1	96	9	0	1	12	14	1	0	13	8691
0.968	1	0	0	1	97	0	0	1	12	13	1	0	13	8691
0.969	1	0	0	1	97	1	0	1	12	12	1	0	13	8691
0.97	1	0	0	1	97	2	0	1	12	11	1	0	13	8691
0.971	1	0	0	1	97	3	0	1	12	15	1	0	13	8691
0.972	1	0	0	1	97	4	0	1	12	14	1	0	13	8691
0.973	1	0	0	1	97	5	0	1	12	13	1	0	13	8691
0.974	1	0	0	1	97	6	0	1	12	12	1	0	13	8691
0.975	1	0	0	1	97	7	0	1	12	11	1	0	13	8691
0.976	1	0	0	1	97	8	0	1	12	15	1	0	13	8691
0.977	1	0	0	1	97	9	0	1	12	14	1	0	13	8691
0.978	1	0	0	1	98	0	0	1	12	13	1	0	13	8691
0.979	1	0	0	1	98	1	0	1	12	12	1	0	13	8691
0.98	1	0	0	1	98	2	0	1	12	11	1	0	13	8691
0.981	1	0	0	1	98	3	0	1	12	15	1	0	13	8691
0.982	1	0	0	1	98	4	0	1	12	14	1	0	13	8691
0.983	1	0	0	1	98	5	0	1	12	13	1	0	13	8691
0.984	1	0	0	1	98	6	0	1	12	12	1	0	13	8691
0.985	1	0	0	1	98	7	0	1	12	11	1	0	13	8691
0.986	1	0	0	1	98	8	0	1	12	15	1	0	13	8691
0.987	1	0	0	1	98	9	0	1	12	14	1	0	13	8691
0.988	1	0	0	1	99	0	0	1	12	13	1	0	13	8691
0.989	1	0	0	1	99	1	0	1	12	12	1	0	13	8691
0.99	1	0	0	1	99	2	0	1	12	11	1	0	13	8691
0.991	1	0	0	1	99	3	0	1	12	15	1	0	13	8691
0.992	1	0	0	1	99	4	0	1	12	14	1	0	13	8691
0.993	1	0	0	1	99	5	0	1	12	13	1	0	13	8691
0.994	1	0	0	1	99	6	0	1	12	12	1	0	13	8691
0.995	1	0	0	1	99	7	0	1	12	11	1	0	13	8691
0.996	1	0	0	1	99	8	0	1	12	15	1	0	13	8691
0.997	1	0	0	1	99	9	0	1	12	14	1	0	13	8691
0.998	1	0	0	1	100	0	0	1	12	13	1	0	13	8691
0.999	1	0	0	1	100	1	0	1	12	12	1	0	13	8691
1	1	0	0	1	100	2	0	1	12	11	1	0	13	8691
1.001	1	0	0	1	100	3	0	1	12	15	1	0	13	8691
1.002	1	0	0	1	100	4	0	1	12	14	1	0	13	8691
1.003	1	0	0	1	100	5	0	1	12	13	1	0	13	8691
1.004	1	0	0	1	100	6	0	1	12	12	1	0	13	8691
1.005	1	0	0	1	100	7	0	1	12	11	1	0	13	8691
1.006	1	0	0	1	100	8	0	1	12	15	1	0	13	8691
1.007	1	0	0	1	100	9	0	1	12	14	1	0	13	8691
1.008	1	0	0	1	101	0	0	1	11	13	1	0	13	7968
1.009	1	0	0	1	101	1	0	1	12	12	1	0	13	8691
1.01	1	0	0	1	101	2	0	1	12	11	1	0	13	8691
1.011	1	0	0	1	101	3	0	1	12	15	1	0	13	8691
1.012	1	0	0	1	101	4	0	1	12	14	1	0	13	8691
1.013	1	0	0	1	101	5	0	1	12	13	1	0	13	8691
1.014	1	0	0	1	101	6	0	1	12	12	1	0	13	8691
1.015	1	0	0	1	101	7	0	1	12	11	1	0	13	8691
1.016	1	0	0	1	101	8	0	1	12	15	1	0	13	8691
1.017	1	0	0	1	101	9	0	1	12	14	1	0	13	8691
1.018	1	0	0	1	102	0	0	1	12	13	1	0	13	8691
1.019	1	0	0	1	102	1	0	1	12	12	1	0	13	8691
1.02	1	0	0	1	102	2	0	1	12	11	1	0	13	8691
1.021	1	0	0	1	102	3	0	1	12	15	1	0	13	8691
1.022	1	0	0	1	102	4	0	1	12	14	1	0	13	8691
1.023	1	0	0	1	102	5	0	1	12	13	1	0	13	8691
1.024	1	0	0	1	102	6	0	1	12	12	1	0	13	8691
1.025	1	0	0	1	102	7	0	1	12	11	1	0	13	8691
1.026	1	0	0	1	102	8	0	1	12	15	1	0	13	8691
1.027	1	0	0	1	102	9	0	1	12	14	1	0	13	8691
1.028	1	0	0	1	103	0	0	1	12	13	1	0	13	8691
1.029	1	0	0	1	103	1	0	1	12	12	1	0	13	8691
1.03	1	0	0	1	103	2	0	1	12	11	1	0	13	8691
1.031	1	0	0	1	103	3	0	1	12	15	1	0	13	8691
1.032	1	0	0	1	103	4	0	1	12	14	1	0	13	8691
1.033	1	0	0	1	103	5	0	1	12	13	1	0	13	8691
1.034	1	0	0	1	103	6	0	1	12	12	1	0	13	8691
1.035	1	0	0	1	103	7	0	1	12	11	1	0	13	8691
1.036	1	0	0	1	103	8	0	1	12	15	1	0	13	8691
1.037	1	0	0	1	103	9	0	1	12	14	1	0	13	8691
1.038	1	0	0	1	104	0	0	1	12	13	1	0	13	8691
1.039	1	0	0	1	104	1	0	1	12	12	1	0	13	8691
1.04	1	0	0	1	104	2	0	1	12	11	1	0	13	8691
1.041	1	0	0	1	104	3	0	1	12	15	1	0	13	8691
1.042	1	0	0	1	104	4	0	1	12	14	1	0	13	8691
1.043	1	0	0	1	104	5	0	1	12	13	1	0	13	8691
1.044	1	0	0	1	104	6	0	1	12	12	1	0	13	8691
1.045	1	0	0	1	104	7	0	1	12	11	1	0	13	8691
1.046	1	0	0	1	104	8	0	1	12	15	1	0	13	8691
1.047	1	0	0	1	104	9	0	1	12	14	1	0	13	8691
1.048	1	0	0	1	105	0	0	1	12	13	1	0	13	8691
1.049	1	0	0	1	105	1	0	1	12	12	1	0	13	8691
1.05	1	0	0	1	105	2	0	1	12	11	1	0	13	8691
1.051	1	0	0	1	105	3	0	1	12	15	1	0	13	8691
1.052	1	0	0	1	105	4	0	1	12	14	1	0	13	8691
1.053	1	0	0	1	105	5	0	1	12	13	1	0	13	8691
1.054	1	0	0	1	105	6	0	1	12	12	1	0	13	8691
1.055	1	0	0	1	105	7	0	1	12	11	1	0	13	8691
1.056	1	0	0	1	105	8	0	1	12	15	1	0	13	8691
1.057	1	0	0	1	105	9	0	1	12	14	1	0	13	8691
1.058	1	0	0	1	106	0	0	1	12	13	1	0	13	8691
1.059	1	0	0	1	106	1	0	1	12	12	1	0	13	8691
1.06	1	0	0	1	106	2	0	1	12	11	1	0	13	8691
1.061	1	0	0	1	106	3	0	1	12	15	1	0	13	8691
1.062	1	0	0	1	106	4	0	1	12	14	1	0	13	8691
1.063	1	0	0	1	106	5	0	1	12	13	1	0	13	8691
1.064	1	0	0	1	106	6	0	1	12	12	1	0	13	8691
1.065	1	0	0	1	106	7	0	1	12	11	1	0	13	8691
1.066	1	0	0	1	106	8	0	1	12	15	1	0	13	8691
1.067	1	0	0	1	106	9	0	1	12	14	1	0	13	8691
1.068	1	0	0	1	107	0	0	1	12	13	1	0	13	8691
1.069	1	0	0	1	107	1	0	1	12	12	1	0	13	8691
1.07	1	0	0	1	107	2	0	1	12	11	1	0	13	8691
1.071	1	0	0	1	107	3	0	1	12	15	1	0	13	8691
1.072	1	0	0	1	107	4	0	1	12	14	1	0	13	8691
1.073	1	0	0	1	107	5	0	1	12	13	1	0	13	8691
1.074	1	0	0	1	107	6	0	1	12	12	1	0	13	8691
1.075	1	0	0	1	107	7	0	1	12	11	1	0	13	8691
1.076	1	0	0	1	107	8	0	1	12	15	1	0	13	8691
1.077	1	0	0	1	107	9	0	1	12	14	1	0	13	8691
1.078	1	0	0	1	108	0	0	1	12	13	1	0	13	8691
1.079	1	0	0	1	108	1	0	1	12	12	1	0	13	8691
1.08	1	0	0	1	108	2	0	1	12	11	1	0	13	8691
1.081	1	0	0	1	108	3	0	1	12	15	1	0	13	8691
1.082	1	0	0	1	108	4	0	1	12	14	1	0	13	8691
1.083	1	0	0	1	108	5	0	1	12	13	1	0	13	8691
1.084	1	0	0	1	108	6	0	1	12	12	1	0	13	8691
1.085	1	0	0	1	108	7	0	1	12	11	1	0	13	8691
1.086	1	0	0	1	108	8	0	1	12	15	1	0	13	8691
1.087	1	0	0	1	108	9	0	1	12	14	1	0	13	8691
1.088	1	0	0	1	109	0	0	1	11	13	1	0	13	7968
1.089	1	0	0	1	109	1	0	1	12	12	1	0	13	8691
1.09	1	0	0	1	109	2	0	1	12	11	1	0	13	8691
1.091	1	0	0	1	109	3	0	1	12	15	1	0	13	8691
1.092	1	0	0	1	109	4	0	1	12	14	1	0	13	8691
1.093	1	0	0	1	109	5	0	1	12	13	1	0	13	8691
1.094	1	0	0	1	109	6	0	1	12	12	1	0	13	8691
1.095	1	0	0	1	109	7	0	1	12	11	1	0	13	8691
1.096	1	0	0	1	109	8	0	1	12	15	1	0	13	8691
1.097	1	0	0	1	109	9	0	1	12	14	1	0	13	8691
1.098	1	0	0	1	110	0	0	1	12	13	1	0	13	8691
1.099	1	0	0	1	110	1	0	1	12	12	1	0	13	8691
1.1	1	0	0	1	110	2	0	1	12	11	1	0	13	8691
1.101	1	0	0	1	110	3	0	1	12	15	1	0	13	8691
1.102	1	0	0	1	110	4	0	1	12	14	1	0	13	8691
1.103	1	0	0	1	110	5	0	1	12	13	1	0	13	8691
1.104	1	0	0	1	110	6	0	1	12	12	1	0	13	8691
1.105	1	0	0	1	110	7	0	1	12	11	1	0	13	8691
1.106	1	0	0	1	110	8	0	1	12	15	1	0	13	8691
1.107	1	0	0	1	110	9	0	1	12	14	1	0	13	8691
1.108	1	0	0	1	111	0	0	1	12	13	1	0	13	8691
1.109	1	0	0	1	111	1	0	1	12	12	1	0	13	8691
1.11	1	0	0	1	111	2	0	1	12	11	1	0	13	8691
1.111	1	0	0	1	111	3	0	1	12	15	1	0	13	8691
1.112	1	0	0	1	111	4	0	1	12	14	1	0	13	8691
1.113	1	0	0	1	111	5	0	1	12	13	1	0	13	8691
1.114	1	0	0	1	111	6	0	1	12	12	1	0	13	8691
1.115	1	0	0	1	111	7	0	1	12	11	1	0	13	8691
1.116	1	0	0	1	111	8	0	1	12	15	1	0	13	8691
1.117	1	0	0	1	111	9	0	1	12	14	1	0	13	8691
1.118	1	0	0	1	112	0	0	1	12	13	1	0	13	8691
1.119	1	0	0	1	112	1	0	1	12	12	1	0	13	8691
1.12	1	0	0	1	112	2	0	1	12	11	1	0	13	8691
1.121	1	0	0	1	112	3	0	1	12	15	1	0	13	8691
1.122	1	0	0	1	112	4	0	1	12	14	1	0	13	8691
1.123	1	0	0	1	112	5	0	1	12	13	1	0	13	8691
1.124	1	0	0	1	112	6	0	1	12	12	1	0	13	8691
1.125	1	0	0	1	112	7	0	1	12	11	1	0	13	8691
1.126	1	0	0	1	112	8	0	1	12	15	1	0	13	8691
1.127	1	0	0	1	112	9	0	1	12	14	1	0	13	8691
1.128	1	0	0	1	113	0	0	1	12	13	1	0	13	8691
1.129	1	0	0	1	113	1	0	1	12	12	1	0	13	8691
1.13	1	0	0	1	113	2	0	1	12	11	1	0	13	8691
1.131	1	0	0	1	113	3	0	1	12	15	1	0	13	8691
1.132	1	0	0	1	113	4	0	1	12	14	1	0	13	8691
1.133	1	0	0	1	113	5	0	1	12	13	1	0	13	8691
1.134	1	0	0	1	113	6	0	1	12	12	1	0	13	8691
1.135	1	0	0	1	113	7	0	1	12	11	1	0	13	8691
1.136	1	0	0	1	113	8	0	1	12	15	1	0	13	8691
1.137	1	0	0	1	113	9	0	1	12	14	1	0	13	8691
1.138	1	0	0	1	114	0	0	1	12	13	1	0	13	8691
1.139	1	0	0	1	114	1	0	1	12	12	1	0	13	8691
1.14	1	0	0	1	114	2	0	1	12	11	1	0	13	8691
1.141	1	0	0	1	114	3	0	1	12	15	1	0	13	8691
1.142	1	0	0	1	114	4	0	1	12	14	1	0	13	8691
1.143	1	0	0	1	114	5	0	1	12	13	1	0	13	8691
1.144	1	0	0	1	114	6	0	1	12	12	1	0	13	8691
1.145	1	0	0	1	114	7	0	1	12	11	1	0	13	8691
1.146	1	0	0	1	114	8	0	1	12	15	1	0	13	8691
1.147	1	0	0	1	114	9	0	1	12	14	1	0	13	8691
1.148	1	0	0	1	115	0	0	1	12	13	1	0	13	8691
1.149	1	0	0	1	115	1	0	1	12	12	1	0	13	8691
1.15	1	0	0	1	115	2	0	1	12	11	1	0	13	8691
1.151	1	0	0	1	115	3	0	1	12	15	1	0	13	8691
1.152	1	0	0	1	115	4	0	1	12	14	1	0	13	8691
1.153	1	0	0	1	115	5	0	1	12	13	1	0	13	8691
1.154	1	0	0	1	115	6	0	1	12	12	1	0	13	8691
1.155	1	0	0	1	115	7	0	1	12	11	1	0	13	8691
1.156	1	0	0	1	115	8	0	1	12	15	1	0	13	8691
1.157	1	0	0	1	115	9	0	1	12	14	1	0	13	8691
1.158	1	0	0	1	116	0	0	1	12	13	1	0	13	8691
1.159	1	0	0	1	116	1	0	1	12	12	1	0	13	8691
1.16	1	0	0	1	116	2	0	1	12	11	1	0	13	8691
1.161	1	0	0	1	116	3	0	1	12	15	1	0	13	8691
1.162	1	0	0	1	116	4	0	1	12	14	1	0	13	8691
1.163	1	0	0	1	116	5	0	1	12	13	1	0	13	8691
1.164	1	0	0	1	116	6	0	1	12	12	1	0	13	8691
1.165	1	0	0	1	116	7	0	1	12	11	1	0	13	8691
1.166	1	0	0	1	116	8	0	1	12	15	1	0	13	8691
1.167	1	0	0	1	116	9	0	1	12	14	1	0	13	8691
1.168	1	0	0	1	117	0	0	1	11	13	1	0	13	7968
1.169	1	0	0	1	117	1	0	1	12	12	1	0	13	8691
1.17	1	0	0	1	117	2	0	1	12	11	1	0	13	8691
1.171	1	0	0	1	117	3	0	1	12	15	1	0	13	8691
1.172	1	0	0	1	117	4	0	1	12	14	1	0	13	8691
1.173	1	0	0	1	117	5	0	1	12	13	1	0	13	8691
1.174	1	0	0	1	117	6	0	1	12	12	1	0	13	8691
1.175	1	0	0	1	117	7	0	1	12	11	1	0	13	8691
1.176	1	0	0	1	117	8	0	1	12	15	1	0	13	8691
1.177	1	0	0	1	117	9	0	1	12	14	1	0	13	8691
1.178	1	0	0	1	118	0	0	1	12	13	1	0	13	8691
1.179	1	0	0	1	118	1	0	1	12	12	1	0	13	8691
1.18	1	0	0	1	118	2	0	1	12	11	1	0	13	8691
1.181	1	0	0	1	118	3	0	1	12	15	1	0	13	8691
1.182	1	0	0	1	118	4	0	1	12	14	1	0	13	8691
1.183	1	0	0	1	118	5	0	1	12	13	1	0	13	8691
1.184	1	0	0	1	118	6	0	1	12	12	1	0	13	8691
1.185	1	0	0	1	118	7	0	1	12	11	1	0	13	8691
1.186	1	0	0	1	118	8	0	1	12	15	1	0	13	8691
1.187	1	0	0	1	118	9	0	1	12	14	1	0	13	8691
1.188	1	0	0	1	119	0	0	1	12	13	1	0	13	8691
1.189	1	0	0	1	119	1	0	1	12	12	1	0	13	8691
1.19	1	0	0	1	119	2	0	1	12	11	1	0	13	8691
1.191	1	0	0	1	119	3	0	1	12	15	1	0	13	8691
1.192	1	0	0	1	119	4	0	1	12	14	1	0	13	8691
1.193	1	0	0	1	119	5	0	1	12	13	1	0	13	8691
1.194	1	0	0	1	119	6	0	1	12	12	1	0	13	8691
1.195	1	0	0	1	119	7	0	1	12	11	1	0	13	8691
1.196	1	0	0	1	119	8	0	1	12	15	1	0	13	8691
1.197	1	0	0	1	119	9	0	1	12	14	1	0	13	8691
1.198	1	0	0	1	120	0	0	1	12	13	1	0	13	8691
1.199	1	0	0	1	120	1	0	1	12	12	1	0	13	8691
1.2	1	0	0	1	120	2	0	1	12	11	1	0	13	8691
1.201	1	0	0	1	120	3	0	1	12	15	1	0	13	8691
1.202	1	0	0	1	120	4	0	1	12	14	1	0	13	8691
1.203	1	0	0	1	120	5	0	1	12	13	1	0	13	8691
1.204	1	0	0	1	120	6	0	1	12	12	1	0	13	8691
1.205	1	0	0	1	120	7	0	1	12	11	1	0	13	8691
1.206	1	0	0	1	120	8	0	1	12	15	1	0	13	8691
1.207	1	0	0	1	120	9	0	1	12	14	1	0	13	8691
1.208	1	0	0	1	121	0	0	1	12	13	1	0	13	8691
1.209	1	0	0	1	121	1	0	1	12	12	1	0	13	8691
1.21	1	0	0	1	121	2	0	1	12	11	1	0	13	8691
1.211	1	0	0	1	121	3	0	1	12	15	1	0	13	8691
1.212	1	0	0	1	121	4	0	1	12	14	1	0	13	8691
1.213	1	0	0	1	121	5	0	1	12	13	1	0	13	8691
1.214	1	0	0	1	121	6	0	1	12	12	1	0	13	8691
1.215	1	0	0	1	121	7	0	1	12	11	1	0	13	8691
1.216	1	0	0	1	121	8	0	1	12	15	1	0	13	8691
1.217	1	0	0	1	121	9	0	1	12	14	1	0	13	8691
1.218	1	0	0	1	122	0	0	1	12	13	1	0	13	8691
1.219	1	0	0	1	122	1	0	1	12	12	1	0	13	8691
1.22	1	0	0	1	122	2	0	1	12	11	1	0	13	8691
1.221	1	0	0	1	122	3	0	1	12	15	1	0	13	8691
1.222	1	0	0	1	122	4	0	1	12	14	1	0	13	8691
1.223	1	0	0	1	122	5	0	1	12	13	1	0	13	8691
1.224	1	0	0	1	122	6	0	1	12	12	1	0	13	8691
1.225	1	0	0	1	122	7	0	1	12	11	1	0	13	8691
1.226	1	0	0	1	122	8	0	1	12	15	1	0	13	8691
1.227	1	0	0	1	122	9	0	1	12	14	1	0	13	8691
1.228	1	0	0	1	123	0	0	1	12	13	1	0	13	8691
1.229	1	0	0	1	123	1	0	1	12	12	1	0	13	8691
1.23	1	0	0	1	123	2	0	1	12	11	1	0	13	8691
1.231	1	0	0	1	123	3	0	1	12	15	1	0	13	8691
1.232	1	0	0	1	123	4	0	1	12	14	1	0	13	8691
1.233	1	0	0	1	123	5	0	1	12	13	1	0	13	8691
1.234	1	0	0	1	123	6	0	1	12	12	1	0	13	8691
1.235	1	0	0	1	123	7	0	1	12	11	1	0	13	8691
1.236	1	0	0	1	123	8	0	1	12	15	1	0	13	8691
1.237	1	0	0	1	123	9	0	1	12	14	1	0	13	8691
1.238	1	0	0	1	124	0	0	1	12	13	1	0	13	8691
1.239	1	0	0	1	124	1	0	1	12	12	1	0	13	8691
1.24	1	0	0	1	124	2	0	1	12	11	1	0	13	8691
1.241	1	0	0	1	124	3	0	1	12	15	1	0	13	8691
1.242	1	0	0	1	124	4	0	1	12	14	1	0	13	8691
